LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,target,BILL_AMT_MEAN,BILL_AMT_TREND,BILL_AMT_MAX,PAY_AMT_MEAN,PAY_RATIO
10000,1,2,2,27,1,-1,0,0,0,0,0,5052.833333333333,-12000,10000,2209.1666666666665,0.4372134446020385
400000,2,2,1,44,1,-2,-1,-1,-1,-1,0,890.5,251,3405,932.3333333333334,1.0469773535466966
300000,2,1,2,32,-2,-1,-1,-2,-2,-1,0,2101.3333333333335,-1333,3414,1772.6666666666667,0.8435913705583756
150000,2,4,1,25,-2,-1,-1,-1,0,0,0,6132.333333333333,-5445,16741,6198.0,1.0107082676523347
50000,2,2,2,33,0,0,0,0,0,0,0,40354.666666666664,21402,52607,1430.3333333333333,0.03544406264455164
100000,2,2,2,25,2,2,0,0,0,0,1,86499.33333333333,29159,101827,2571.1666666666665,0.029724699226968992
150000,2,2,1,38,-2,-2,-2,-2,-2,-1,1,25.0,-150,150,160.0,6.4
110000,1,2,2,34,0,0,0,0,0,0,0,86277.66666666667,45551,111576,2936.8333333333335,0.0340393226520575
100000,2,2,2,28,0,0,0,0,0,0,0,74379.83333333333,42341,106750,10257.333333333334,0.13790476361200057
50000,1,2,1,33,0,0,0,0,0,0,1,15913.5,2572,21460,3583.3333333333335,0.22517568940417465
80000,1,1,2,29,0,-1,-1,-1,-1,-1,0,1395.0,5845,6228,755.3333333333334,0.541457586618877
210000,2,1,2,25,-1,-1,-1,0,0,0,0,99230.5,-148702,153587,30593.833333333332,0.30831078482254276
140000,2,3,1,60,0,0,0,0,0,0,1,136988.83333333334,1650,137730,4945.0,0.0360978327917239
240000,2,1,1,43,0,-1,-1,-2,-2,-2,0,2013.6666666666667,8862,8862,536.6666666666666,0.2665121668597914
110000,2,2,2,36,0,0,0,0,0,0,0,39508.0,5720,48120,5078.0,0.12853093044446695
100000,2,3,2,48,-2,-2,-2,-2,-2,-2,0,979.6666666666666,1499,2422,576.0,0.5879550867642055
50000,1,2,1,24,0,0,0,0,0,0,0,18915.333333333332,-887,19517,1283.3333333333333,0.06784619180206534
90000,2,2,1,35,0,0,0,0,0,0,0,69420.33333333333,22673,82164,2506.1666666666665,0.03610133438329788
150000,1,1,2,33,0,0,0,0,0,-2,0,21113.0,27939,35100,1750.0,0.08288732060815611
100000,2,2,1,30,2,2,2,2,2,2,1,31236.166666666668,-3345,33123,1300.0,0.041618423088620564
140000,2,2,1,62,0,0,0,0,0,0,0,141946.5,100,142250,5133.333333333333,0.03616385985799814
230000,2,1,2,33,0,0,0,0,0,0,0,138849.5,52315,174987,5166.666666666667,0.037210552912806075
20000,2,2,2,25,0,0,0,0,0,0,1,22468.5,-915,38040,991.6666666666666,0.04413586428407177
230000,2,3,2,38,0,0,0,0,0,0,0,74395.16666666667,-135543,150430,24781.833333333332,0.33311079796850596
150000,1,2,2,26,-2,-2,-2,-2,-2,-2,1,604.5,3627,3627,0.0,0.0
20000,1,2,2,24,0,0,0,0,0,0,0,10735.5,-6975,17509,3184.1666666666665,0.29660161768587084
120000,2,3,1,35,0,0,0,0,0,0,0,28757.333333333332,-2034,29700,1500.0,0.05216060830860535
30000,2,3,1,58,1,2,2,2,3,2,1,26792.5,-2982,28588,1106.1666666666667,0.04128642966004168
220000,1,1,1,42,1,2,0,0,0,0,0,54600.166666666664,10916,59932,1664.1666666666667,0.03047914994154475
250000,1,1,1,41,-1,-1,-1,-1,-1,-1,0,11425.0,-1530,28790,9910.166666666666,0.8674106491611961
80000,1,2,1,34,0,0,0,-2,-2,-2,0,4576.666666666667,11460,16000,833.3333333333334,0.1820830298616169
60000,1,1,2,22,0,0,2,0,0,0,0,44287.166666666664,27323,60254,1484.8333333333333,0.03352739506930149
130000,2,2,1,37,1,-2,-1,-1,-1,-1,0,1834.0,-5555,5555,2079.5,1.1338604143947655
400000,1,3,1,43,-1,0,0,0,0,-1,0,74459.0,145485,145801,6726.5,0.09033830698773822
150000,2,2,2,28,0,0,0,0,0,0,0,109106.0,-11387,114614,4483.0,0.04108848275988488
230000,2,3,1,58,-2,-2,-2,-2,-2,-2,1,648.3333333333334,0,2310,648.3333333333334,1.0
70000,2,3,2,24,0,0,0,0,0,0,0,40507.166666666664,74376,75894,6240.833333333333,0.1540673872524615
50000,2,2,1,39,0,0,0,0,0,0,0,27507.333333333332,38867,47407,841.8333333333334,0.030603960156079593
90000,2,1,1,38,-1,-1,-1,-1,-1,-1,0,983.1666666666666,-189,2132,1275.1666666666667,1.296999491439227
30000,2,3,2,49,0,0,2,0,0,0,0,28897.333333333332,-1046,30715,1263.8333333333333,0.04373529276057768
30000,1,2,1,49,3,2,2,2,2,2,0,27733.833333333332,-1723,28642,1216.6666666666667,0.043869401393003736
250000,2,1,2,26,-2,-2,-2,-2,-2,-2,0,326.1666666666667,1245,1245,118.66666666666667,0.36382217680122636
30000,2,2,2,23,1,-1,-1,-2,-2,-1,0,160.33333333333334,-360,604,160.66666666666666,1.002079002079002
150000,2,2,1,27,-2,-2,-2,-2,-2,-2,0,154.83333333333334,929,929,0.0,0.0
400000,2,1,2,48,-1,-1,-1,0,0,-1,0,28117.5,-14516,53336,20000.0,0.7113007913221303
30000,2,2,1,52,0,0,0,0,-1,-1,1,17351.5,20533,25242,6540.333333333333,0.3769318694829457
270000,2,1,2,50,-1,-1,-1,-1,0,-1,0,1518.8333333333333,2917,3095,1090.0,0.7176560956874795
360000,1,3,1,37,-1,-1,-2,-2,-2,-1,0,193.83333333333334,-557,860,143.33333333333334,0.7394668959587274
80000,2,2,1,23,2,0,0,0,0,0,1,83436.0,5885,134880,3067.3333333333335,0.03676270834332103
70000,2,2,2,33,0,0,0,0,0,2,0,16693.5,-4000,18772,1183.3333333333333,0.07088587374327332
50000,2,1,2,29,0,0,0,0,0,0,0,20600.833333333332,24799,41897,3000.0,0.14562517697504146
220000,2,2,2,38,0,0,0,0,0,0,0,150284.33333333334,-8994,156295,7500.0,0.04990540153886078
70000,1,2,2,29,0,0,0,2,0,0,1,60769.166666666664,-8935,65561,2958.3333333333335,0.04868148595093455
340000,2,1,1,39,0,0,0,0,0,0,0,259591.83333333334,-21195,271766,9995.166666666666,0.03850339411036942
20000,2,3,1,43,-1,-1,-1,0,-1,-1,0,325.0,390,780,390.0,1.2
300000,2,2,2,32,0,0,0,0,0,0,0,104778.5,67358,139578,4583.333333333333,0.04374307069993685
180000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,72.0,0,432,72.0,1.0
60000,1,2,2,33,1,-2,-2,-2,-2,-1,0,2739.8333333333335,-16823,16759,5000.0,1.8249285236328243
160000,2,2,2,27,2,2,2,2,2,2,1,161272.0,-10465,168283,6183.333333333333,0.03834102220678936
50000,1,2,2,37,0,0,0,0,0,0,0,41421.833333333336,50148,50522,1189.3333333333333,0.028712715918738505
100000,2,1,1,38,-1,-1,-1,-1,-1,-1,0,1135.1666666666667,1029,1968,857.0,0.754955219497871
60000,2,3,1,48,-1,-1,-2,-2,-2,-1,0,1524.6666666666667,-1201,4171,1515.3333333333333,0.9938784433756012
30000,1,2,2,23,0,0,0,0,0,0,0,29169.166666666668,-3046,30504,1619.0,0.05550381395880353
500000,2,2,2,33,-2,-2,-2,-1,0,0,0,44270.0,-46285,81198,33218.166666666664,0.7503538890143814
20000,2,2,1,35,0,0,0,0,0,0,0,21889.5,-17920,36046,1102.5,0.05036661413006236
50000,2,2,2,23,0,0,-1,-1,-1,-1,0,7916.333333333333,31831,35131,2144.3333333333335,0.27087456313950065
180000,2,2,1,35,0,0,0,0,0,0,0,153007.33333333334,49984,175102,5994.5,0.039177860756129335
90000,2,2,2,23,0,0,0,0,0,0,0,15672.166666666666,1800,19204,1666.6666666666667,0.10634564461412484
150000,2,2,1,33,0,0,0,0,0,0,0,40761.666666666664,-5484,43278,1761.3333333333333,0.043210532771803575
30000,1,2,1,44,0,0,0,0,0,-2,0,19441.666666666668,30003,30470,779.3333333333334,0.04008572653236177
130000,1,3,2,45,0,0,-1,0,-1,-1,0,4979.333333333333,13123,13513,782.0,0.15704913643057974
80000,2,3,1,39,-2,-2,-2,-2,-2,-2,0,0.0,0,0,0.0,0.0
210000,2,2,1,33,0,0,0,0,0,0,0,150371.66666666666,104982,206409,6385.166666666667,0.042462564977888126
530000,2,1,2,39,0,0,0,0,0,0,0,376111.6666666667,86594,439330,13318.666666666666,0.03541146911156704
360000,1,2,1,51,1,3,2,0,0,0,1,2193.1666666666665,2925,3551,104.33333333333333,0.04757200395166806
140000,2,2,2,36,0,0,0,0,0,0,0,102691.16666666667,62508,136457,7998.666666666667,0.07789050340259711
20000,2,2,1,24,2,0,0,0,0,0,0,18008.166666666668,4694,19618,872.8333333333334,0.04846875028922063
200000,2,1,1,40,-1,-1,-1,-1,-1,-1,0,316.0,0,316,316.0,1.0
40000,2,2,2,25,0,0,0,2,0,0,1,39509.5,-1067,40817,1627.8333333333333,0.04120106134811459
200000,1,3,2,27,0,0,0,0,0,0,0,37031.833333333336,44224,61040,3536.0,0.09548541570090598
90000,1,4,2,34,0,0,0,0,0,0,0,99374.33333333333,4288,102372,7463.333333333333,0.07510322920405336
410000,1,2,1,45,0,0,0,0,0,0,0,281192.0,-9646,288051,11254.0,0.04002247574610942
170000,2,3,2,42,0,0,0,0,0,0,0,86016.0,-23268,101063,8666.666666666666,0.1007564484126984
230000,2,1,1,37,0,0,0,0,0,0,0,80721.5,24536,90714,4500.0,0.055747229672392117
210000,2,2,2,42,-1,-1,-1,0,-1,-1,0,1190.5,165,1631,837.1666666666666,0.7032059358812823
200000,1,2,2,29,0,0,0,0,0,2,0,32116.666666666668,-23427,49648,12386.166666666666,0.38566165023352356
50000,2,1,2,25,1,2,0,0,0,0,0,44713.666666666664,-6770,49869,2266.8333333333335,0.05069665501226322
130000,1,2,2,42,0,0,0,0,0,0,0,86697.83333333333,-4330,90720,3349.3333333333335,0.038632261090723145
210000,1,2,2,34,0,0,0,0,-1,-1,0,23788.166666666668,22308,41616,9689.666666666666,0.4073313762444913
130000,2,2,2,42,0,0,0,0,0,0,0,45263.0,-4504,47450,1493.6666666666667,0.03299972751842933
80000,2,2,2,41,-1,2,2,2,2,2,0,68981.0,-6180,72233,2333.3333333333335,0.033825739454825726
360000,2,2,1,49,-1,-1,-2,-2,-2,-2,0,2500.0,15000,15000,130.0,0.052
500000,1,1,1,42,1,1,0,0,0,0,0,109236.5,-126043,177741,48879.166666666664,0.4474618526469327
60000,2,2,1,53,-1,-1,-1,-1,-1,-1,1,415.0,0,540,415.0,1.0
160000,2,2,2,26,0,0,0,0,-1,-1,0,3081.1666666666665,8218,8218,525.5,0.17055227998052686
50000,2,2,2,22,2,0,0,0,0,0,1,28330.666666666668,38318,48628,1063.0,0.03752117846385542
50000,1,3,1,33,0,0,0,2,0,0,0,18724.833333333332,2914,20090,1207.0,0.06445985278017606
360000,1,1,2,36,0,0,0,0,0,-1,0,133546.16666666666,237715,256324,11832.833333333334,0.08860481456475103
30000,2,2,2,38,1,-2,-2,-1,2,2,0,152.83333333333334,-589,589,123.16666666666667,0.8058887677208287
20000,2,2,2,27,-1,2,-1,2,0,0,0,1752.0,-1094,4294,740.6666666666666,0.42275494672754943
360000,2,1,1,32,0,0,0,0,-1,0,1,17607.833333333332,37354,37736,1931.3333333333333,0.10968602989199883
50000,2,1,2,28,0,0,0,0,0,0,0,5774.166666666667,924,6760,1583.3333333333333,0.27420984269014287
460000,2,1,1,43,-2,-2,-2,-2,-2,-2,0,13544.0,-3434,23724,19851.5,1.4657043709391613
20000,1,2,2,24,-1,2,2,2,0,0,0,19765.166666666668,-636,20905,919.1666666666666,0.04650437216989484
330000,1,2,1,39,1,-1,-1,0,0,0,0,87208.83333333333,-136437,136229,25528.5,0.29272837422814585
200000,2,3,1,29,1,-2,-1,-1,-1,-1,0,6060.5,0,34614,6060.5,1.0
50000,2,2,1,38,2,2,2,2,0,0,1,39944.166666666664,50965,50965,653.3333333333334,0.016356163811987567
50000,2,2,1,24,0,0,0,0,0,0,0,3810.1666666666665,6499,7358,2467.1666666666665,0.6475219806657626
50000,1,2,2,24,1,-1,-1,-1,-1,-1,0,356.6666666666667,-635,1559,1500.0,4.205607476635514
270000,2,2,1,42,-1,-1,2,-1,-1,-1,0,7592.833333333333,-2050,19857,8760.666666666666,1.1538073183045416
200000,2,2,1,33,-1,-1,-1,-1,0,0,0,7147.833333333333,7809,15845,3648.5,0.5104343973698324
300000,2,2,2,28,0,0,0,0,0,0,0,108651.83333333333,129112,199801,15286.166666666666,0.1406894499402526
50000,2,1,2,26,1,-2,-2,-2,-1,-1,0,115.83333333333333,-351,350,796.1666666666666,6.8733812949640285
250000,2,3,1,55,0,0,0,0,0,0,1,195728.33333333334,171900,296963,6452.0,0.03296405732435263
400000,1,1,2,33,0,0,0,-2,-2,-1,0,83001.16666666667,110743,205150,33367.833333333336,0.40201643751995453
360000,2,1,2,27,0,0,0,0,0,0,0,81997.5,94908,119138,17535.333333333332,0.21385204833480695
120000,2,2,1,29,0,0,0,0,0,0,1,122390.83333333333,979,123704,5162.833333333333,0.04218317003588232
50000,2,2,1,49,2,0,0,0,0,0,1,21158.5,-3350,22519,1009.6666666666666,0.04771919874597286
340000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0.0,0,0,0.0,0.0
180000,1,2,2,29,0,0,0,0,0,0,0,80587.16666666667,47113,99196,3886.0,0.048221077384116164
50000,2,1,2,23,1,-1,0,0,0,0,0,30654.333333333332,-18595,50265,12406.833333333334,0.4047334253993454
150000,1,2,2,37,-1,0,0,0,0,0,0,105385.83333333333,8640,111880,3742.6666666666665,0.035513944790175785
100000,2,2,1,41,2,2,2,2,2,0,1,95853.83333333333,1453,97576,3016.6666666666665,0.03147152869907829
200000,2,2,2,28,1,-1,-1,-1,-1,-1,0,811.0,-1809,1809,811.0,1.0
160000,1,2,2,43,0,0,-2,-2,-2,-2,0,1410.0,8460,8460,0.0,0.0
50000,1,3,1,55,0,0,0,0,0,0,0,33451.5,19833,51904,3616.6666666666665,0.10811672620560114
150000,2,2,1,40,0,0,0,0,0,0,0,43057.333333333336,-5152,45700,1866.6666666666667,0.04335304864831387
50000,2,3,1,52,-2,-2,-2,-2,-2,-2,0,0.0,0,0,0.0,0.0
220000,2,2,2,36,0,0,0,0,0,0,0,111394.5,15757,126695,4479.166666666667,0.04020994453645976
30000,2,2,1,23,2,2,2,2,2,2,1,14115.166666666666,-2939,15183,978.6666666666666,0.06933440389179488
30000,2,2,1,26,2,0,0,0,0,2,1,19941.5,10061,25369,1000.1666666666666,0.05015503681602019
50000,2,3,2,57,0,0,0,0,0,0,0,18403.166666666668,822,18835,851.1666666666666,0.04625109809000262
160000,2,2,2,35,0,0,2,0,0,0,0,28843.666666666668,-5263,30853,1631.8333333333333,0.056575100253088484
180000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,14974.166666666666,-19331,48544,14974.166666666666,1.0
190000,1,1,1,31,0,0,0,0,0,0,0,101662.16666666667,71219,158416,9910.833333333334,0.09748792159652968
480000,2,1,1,39,0,0,-1,0,0,0,0,141022.83333333334,-4113,400000,75067.33333333333,0.5323062340968424
270000,2,1,2,32,0,0,0,0,0,-1,0,25897.0,24957,40414,5231.0,0.20199250878480132
200000,1,2,2,37,-2,-2,-2,-2,-2,-2,0,198.83333333333334,162,536,262.8333333333333,1.3218776194467727
80000,1,1,2,38,-1,-1,-1,0,-1,-1,1,1615.8333333333333,448,7544,1550.8333333333333,0.9597730789066529
410000,1,2,1,36,-2,-2,-2,-2,-1,-1,0,9705.5,1199,28961,29813.0,3.0717634331049406
50000,2,1,2,25,-1,2,0,0,0,-1,1,1962.1666666666667,913,2823,611.6666666666666,0.3117302301877176
50000,2,3,2,42,0,0,0,0,0,0,0,4024.1666666666665,-2299,4688,492.8333333333333,0.1224684199627252
210000,1,1,1,39,-2,-2,-2,-1,-1,-2,1,846.0,980,3446,682.6666666666666,0.8069345941686367
20000,1,1,2,28,0,0,0,0,0,0,0,18199.166666666668,-3217,19413,1008.1666666666666,0.05539630935482393
150000,2,1,2,28,0,0,0,0,0,0,0,108635.66666666667,4458,110955,4434.166666666667,0.04081685879714152
130000,2,1,2,25,1,2,-1,-1,-1,-1,1,3172.6666666666665,841,5978,3569.3333333333335,1.1250262660222736
200000,2,1,2,26,0,0,0,0,0,0,0,99488.66666666667,22921,121830,3392.8333333333335,0.03410271186667828
110000,2,2,2,23,0,0,0,0,0,0,0,85726.0,33199,106963,3753.8333333333335,0.04378873776139483
180000,2,1,1,30,-1,-1,-2,-2,-2,-2,1,457.1666666666667,2743,2743,0.0,0.0
300000,2,1,1,40,-1,-1,-1,-1,0,0,0,37299.666666666664,-8893,115184,25393.5,0.680796968694984
360000,1,1,2,32,-1,-1,-1,-1,0,0,0,241.0,27,617,133.66666666666666,0.5546334716459197
380000,2,2,1,30,-2,-2,-2,-2,-2,-2,0,1134.6666666666667,3747,3745,610.1666666666666,0.537749706227967
360000,2,1,2,29,-1,-1,-2,-2,-2,-1,1,582.8333333333334,2239,2868,517.3333333333334,0.8876179582499285
80000,1,1,2,28,-2,-2,-2,-2,-2,-2,1,5848.5,4454,9467,5131.5,0.8774044626827392
350000,2,1,3,48,-1,-1,-1,-1,-1,-1,0,73981.16666666667,125679,181212,46245.333333333336,0.6250960266914778
20000,2,4,1,28,0,0,0,2,0,0,0,20008.833333333332,3982,21529,1573.5,0.07864026721531324
320000,2,1,2,35,0,0,0,0,0,0,0,158461.83333333334,147458,227927,6833.333333333333,0.043122897101405065
90000,1,3,1,62,0,0,0,0,-1,-1,0,32289.166666666668,90915,86200,6000.0,0.1858208377422768
40000,2,1,2,27,-1,-1,0,0,0,-1,1,28711.5,1231,32583,11985.333333333334,0.4174401662516181
50000,2,2,1,40,-1,0,0,0,0,0,0,35053.333333333336,29972,48510,1980.0,0.05648535564853556
210000,2,1,2,24,-1,-1,0,0,0,-1,0,43849.333333333336,-25498,113782,39813.5,0.9079613525101103
30000,2,2,2,22,3,2,0,0,2,2,0,28373.5,-430,30508,1535.8333333333333,0.054129146327852866
310000,2,1,2,27,1,-1,-1,-2,-1,-1,1,2180.1666666666665,-6008,6960,2213.5,1.0152893509670515
280000,2,2,2,35,-2,-2,-2,-2,-2,-2,0,1719.8333333333333,-3464,5080,4299.666666666667,2.500048454307588
280000,2,1,1,41,0,0,0,0,0,0,0,73468.16666666667,53238,99755,2784.5,0.03790076881370389
260000,2,1,2,33,2,-1,-1,-1,-1,2,0,1046.0,311,1711,1049.5,1.0033460803059273
90000,1,2,1,41,-1,-1,0,0,0,0,0,66886.66666666667,-88361,86611,15913.166666666666,0.23791238911591744
280000,1,1,1,49,-2,-2,-2,-2,-2,-2,0,2957.3333333333335,11851,11797,1038.5,0.3511609558160505
360000,2,3,2,34,-1,2,2,-2,-2,-2,0,833.3333333333334,2500,2500,0.0,0.0
30000,2,3,2,27,2,2,2,2,2,2,1,14105.166666666666,-1927,15184,633.3333333333334,0.04490080466968369
380000,1,2,1,48,0,0,0,0,0,0,0,252163.5,190306,379080,8650.0,0.0343031406210653
80000,2,2,2,22,3,2,0,0,0,2,0,41459.333333333336,8965,47544,1929.1666666666667,0.04653154094775604
50000,2,1,2,25,2,2,2,2,2,2,1,48833.166666666664,-4270,50799,1950.0,0.039931876900603756
280000,2,1,1,37,1,-2,-2,-1,-1,-1,0,3044.3333333333335,-1561,12487,3028.8333333333335,0.9949085733055951
120000,2,2,3,37,2,2,2,2,2,2,1,27978.0,-2152,29217,1109.3333333333333,0.03965020134867872
180000,1,1,1,49,0,0,0,0,0,0,0,69445.0,-13000,76444,4166.666666666667,0.05999952000383997
380000,1,3,2,33,-1,-1,-1,-1,-1,-1,0,38086.5,-112865,115854,48370.166666666664,1.2700081831270047
110000,2,1,2,27,0,0,0,2,0,0,0,29181.0,5636,35254,2450.0,0.08395874027620712
50000,2,2,3,37,-1,-1,-1,-1,-1,0,0,4550.666666666667,-8753,13390,5457.833333333333,1.199348080867272
200000,2,1,2,48,-2,-2,-2,-1,2,2,0,1666.6666666666667,0,5000,833.3333333333334,0.5
200000,1,1,1,44,-1,-1,-1,-1,-1,-1,0,13769.666666666666,3087,25929,10376.0,0.753540390713888
150000,2,1,1,35,0,0,0,0,0,-1,0,29643.166666666668,21708,42144,10647.833333333334,0.3592002653787551
60000,1,2,1,40,0,0,0,0,0,0,1,41189.0,42256,59461,1648.6666666666667,0.04002686801492308
200000,2,2,2,30,0,0,0,0,0,0,0,140056.16666666666,31698,157356,5457.833333333333,0.03896888986204344
90000,2,2,1,35,2,0,0,0,0,2,1,54342.666666666664,22504,63426,2216.6666666666665,0.040790539048507005
150000,2,1,2,32,-1,-1,-1,-1,-1,-1,0,1996.8333333333333,1758,4535,1969.3333333333333,0.9862281946415158
20000,1,3,2,23,1,2,2,3,2,2,1,10200.5,-2106,11232,583.3333333333334,0.057186739212130126
150000,2,3,1,34,0,0,0,0,0,0,0,94947.33333333333,24908,112391,3784.1666666666665,0.03985542862358781
180000,1,1,2,34,-1,0,-1,-1,-1,-1,0,8113.166666666667,16953,16953,3177.8333333333335,0.391688407732287
470000,1,2,2,34,-2,-2,-2,-1,-1,0,0,55631.0,-120169,143916,26157.0,0.4701874853948338
30000,2,3,2,59,2,2,2,2,2,2,1,23639.5,24,25001,1160.5,0.049091562850314095
20000,2,1,2,22,-1,-1,2,0,0,-1,0,5114.0,6236,10377,1178.6666666666667,0.230478425237909
400000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,9429.833333333334,3352,14421,8250.0,0.8748829070856677
210000,2,1,2,27,0,0,0,0,0,0,0,9333.333333333334,12220,15663,1367.5,0.14651785714285714
120000,1,3,1,38,2,2,2,2,2,2,1,80706.66666666667,-7337,84805,3100.0,0.038410705435321324
160000,2,4,1,42,-2,-2,-2,-1,0,0,0,764.5,-1582,3097,1277.1666666666667,1.670590800087203
200000,2,1,2,26,0,-1,-1,-1,-1,-1,0,2444.1666666666665,5342,6242,1714.0,0.7012615069894307
160000,2,1,2,30,-1,-1,-2,-1,-1,2,0,2183.3333333333335,9387,9640,1058.5,0.4848091603053435
160000,2,2,2,37,2,2,2,2,2,2,1,151210.0,-12083,159416,4918.5,0.03252761060776404
250000,1,3,1,51,-2,-1,-1,-1,0,-1,0,2263.1666666666665,-6956,7135,2242.3333333333335,0.9907946093232198
140000,1,3,1,56,0,0,0,0,0,0,0,8745.833333333334,-2893,10165,1216.5,0.13909480705097665
330000,2,2,2,30,-2,-2,-2,-2,-2,-2,1,0.0,0,0,0.0,0.0
220000,2,1,2,24,2,0,0,0,0,0,1,161119.83333333334,-7724,168805,6333.333333333333,0.03930821676205805
30000,2,3,1,29,1,2,2,2,2,2,0,14329.666666666666,-1941,15501,815.1666666666666,0.05688664542092163
260000,1,1,2,35,1,2,0,0,2,0,1,153008.83333333334,-9647,160810,5855.333333333333,0.038267943136180586
380000,2,2,1,30,0,0,0,0,0,0,0,304105.0,-7910,311716,11125.666666666666,0.03658495146961301
10000,2,2,2,33,0,0,0,0,0,-1,1,8805.0,13307,15004,1052.8333333333333,0.1195722127579027
190000,2,1,2,44,0,0,0,0,0,0,0,130927.16666666667,99133,184249,4666.666666666667,0.035643226577626495
30000,2,2,1,38,0,0,0,0,0,0,0,11944.166666666666,19718,23819,842.0,0.07049466266657364
300000,2,1,1,39,1,2,-1,-1,-1,-1,0,4548.5,3715,6077,2580.3333333333335,0.5672932468579386
20000,1,2,1,27,0,0,2,0,0,0,0,18185.333333333332,-301,19248,1322.3333333333333,0.07271427524012024
20000,1,2,1,35,0,0,0,0,0,-1,0,9748.833333333334,15934,19819,1611.3333333333333,0.16528473492554663
80000,2,3,2,22,0,0,-1,-1,-2,-2,0,15510.166666666666,37991,39400,3012.3333333333335,0.19421669657536456
240000,1,2,1,33,0,0,0,0,0,0,0,213969.83333333334,23255,232686,7150.0,0.03341592545366597
90000,2,3,2,26,0,0,0,0,0,0,0,16790.833333333332,-3483,18175,1025.1666666666667,0.06105513921286417
100000,2,2,1,43,0,0,0,0,0,0,0,68860.83333333333,41675,98944,5000.0,0.07261021625742743
320000,1,1,3,32,-1,-1,-1,-1,-1,-1,0,2771.6666666666665,-2485,4929,3106.3333333333335,1.1207456404088998
360000,1,2,1,45,2,2,-2,-2,-2,-2,0,416.6666666666667,2500,2500,0.0,0.0
180000,1,2,1,38,1,2,2,0,0,0,1,3712.5,2826,5195,470.6666666666667,0.12677890011223344
300000,1,2,1,40,-2,-2,-2,-2,-2,-2,0,5414.333333333333,8296,15876,2768.3333333333335,0.5112971741673337
20000,2,1,2,22,-2,-2,-2,-2,-2,-1,0,248.66666666666666,-311,904,1532.5,6.162868632707775
270000,2,2,2,26,0,0,0,0,0,0,0,16935.666666666668,13678,29951,1292.0,0.07628870037593244
20000,2,3,2,49,0,0,0,0,0,0,0,19452.5,-23,20154,1021.1666666666666,0.05249539476502592
360000,2,2,1,35,0,0,0,0,0,0,0,26815.166666666668,23912,39685,1493.1666666666667,0.055683661609412585
120000,1,2,1,38,0,0,0,0,0,0,0,33811.0,27266,50441,1141.3333333333333,0.03375627261344927
130000,2,3,2,27,0,0,0,0,0,0,0,114064.0,11192,129150,5433.333333333333,0.04763407677561135
60000,2,3,2,45,0,0,0,0,0,0,0,41293.833333333336,22276,54920,1362.0,0.03298313307475289
60000,1,2,1,36,0,0,0,0,0,0,0,48880.5,-5630,51694,1934.1666666666667,0.039569289730396924
120000,2,3,2,31,-1,-1,-1,-1,-1,-1,0,619.8333333333334,1379,1769,504.8333333333333,0.8144662543694541
130000,1,3,2,33,0,0,0,0,0,0,0,98884.33333333333,-11632,104089,4833.333333333333,0.04887865620775789
360000,2,1,1,31,-1,-1,-1,-1,-1,-2,0,296.5,460,460,219.83333333333334,0.7414277684092186
10000,1,3,2,24,-1,-1,-1,0,0,0,0,3973.5,5827,6217,2592.8333333333335,0.6525313535506061
120000,2,1,2,24,-1,-1,-2,-2,-2,-2,0,100.0,600,600,0.0,0.0
60000,1,2,2,26,2,2,2,2,0,0,1,70567.16666666667,2911,120142,1846.0,0.02615947454316573
240000,2,1,1,40,2,2,2,2,-2,-2,1,1250.0,2500,2500,0.0,0.0
160000,2,2,1,40,0,0,2,0,0,2,0,142008.33333333334,-6787,146193,5446.166666666667,0.038351035737339355
200000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,313.6666666666667,-69,1675,6882.166666666667,21.941020191285865
300000,1,1,2,29,-2,-2,-1,-1,-1,-2,0,616.6666666666666,0,3550,616.6666666666666,1.0
100000,2,2,2,26,-1,-1,-1,-1,-1,-1,0,388.3333333333333,400,780,325.0,0.8369098712446352
280000,2,1,1,30,0,0,0,0,0,0,0,176104.83333333334,107793,217773,7791.5,0.044243532971364595
190000,2,2,2,26,-1,-1,-1,-1,-1,-1,0,10425.666666666666,672,11613,21661.333333333332,2.077692873357419
50000,1,2,1,48,1,2,2,2,2,0,0,18500.166666666668,-1600,19273,799.6666666666666,0.043224835812289975
210000,2,3,1,33,0,0,0,0,0,2,0,34574.0,-5143,37465,1622.3333333333333,0.04692350706696747
120000,2,1,2,26,0,0,0,0,0,0,0,89355.33333333333,33346,110934,3433.3333333333335,0.038423373348354516
140000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,844.8333333333334,-155,1980,765.8333333333334,0.9064904320378773
50000,2,1,2,23,-2,-2,-2,-2,-2,-2,0,134.5,807,807,0.0,0.0
150000,2,1,2,31,-2,-1,-1,-1,-2,-2,0,5352.666666666667,847,16719,11923.5,2.2275812679038483
50000,1,1,2,23,4,3,2,0,0,2,0,16029.166666666666,17936,27101,1953.5,0.12187158825058488
